Pairs,IBS
DE3_Mo401,0.8905
DE4_GEMN-0152,0.8948
DE5_CO257,0.8994
DE811_LP1CMSHT,0.9184
DelawareExperimentalInbred_B114,0.8901
DJ7_58804Mo17MethBcS3,0.9925
E199-1-1INBREDS5SYN.ANVELD40_NC256,0.8635
E205-1-1-1INBREDS5SYN.ANVELD_NC280,0.8649
E2558W_B73,0.8667
E292-1-1-1INBS5SYNANVELDXMINN.706_NC280,0.8624
E680-2-1-3S5INBRED_F42,0.8589
E680-3-1-1S6INBRED_A680,0.8597
E683-1-2-1S5INBRED_NC372,0.8586
E684-1-1-1S5INBRED_R229,0.8605
E697-1-1-1S5INBRED_NC330,0.8602
E783-1-2-1S6STS.4222INBRED_NC330,0.8607
E8501_LH51,0.9103
EA1070_AusTRCF305819,0.854
EA2000_AusTRCF306310,0.8616
EA2024_4F-345CN12,0.8568
EA2841_T146,0.8481
EA3076_38-11,0.858
East028_H5,0.872
EAST028WHITECOB_A90,0.8711
ECU770b-2_B73,0.8824
Eng-liChih_58615B73MethBc5S4,0.8616
EP1_EP37,0.8745
EP10_F42,0.8615
EP16_T8302INBRED,0.868
EP2_NC256,0.8628
EP2008-03_F7,0.8544
EP2008-04_4F-374GE3,0.8546
EP2008-05_EP86,0.8554
EP28_Oh43,0.8723
EP29_A646,0.8844
EP3_ND36,0.8663
EP31_B73,0.8573
EP32_NC280,0.8637
EP37_S56,0.8614
EP39_PHT10,0.8517
EP4_ND30,0.8702
EP40_FC46,0.8505
EP42_EP32,0.8559
EP43_EP2008-05,0.8516
EP44_GE180,0.8612
EP45_A680,0.8499
EP47_Me100,0.8687
EP51_A495,0.8658
EP52_A374,0.8866
EP53_AusTRCF306309,0.8572
EP55_B73,0.8727
EP56_A661,0.8696
EP57_S8326,0.8645
EP58_Il731a,0.9032
EP60_EP58,0.8991
EP61_S17,0.918
EP62_W3722,0.9145
EP64_NC330,0.858
EP65_38-11,0.86
EP67_A662,0.862
EP69_LH85,0.8687
EP71_B73Htrhm,0.8501
EP72_NC344,0.8679
EP73_B73,0.8632
EP74_A624,0.8657
EP75_A663,0.8685
EP76_A427,0.8655
EP77_R909TMS,0.8823
EP79_LH145,0.9021
EP80_EP42,0.8597
EP81_NC316,0.8642
EP82_EP58,0.9098
EP83_C38,0.9293
EP84_P39A,0.9096
EP85_909,0.9104
EP86_TZU-CHIAO-HSI-WU302,0.8601
EZ1_PHT10,0.8571
EZ10_4F-35BK,0.8557
EZ11A_LP1CMSHT,0.8858
EZ12_Mo17+/su,0.9628
EZ13_MR05CatetoS6,0.8551
EZ14_EZ30,0.8541
EZ16A_NC330,0.8528
EZ17_F39,0.8516
EZ18_R76,0.9319
EZ19_A579N,0.9366
EZ2_T202,0.8552
EZ21_A641,0.8686
EZ23_H104W,0.9022
EZ24_F42,0.9117
EZ25_A633,0.8758
EZ29_PHW52,0.8958
EZ3_S56,0.8608
EZ30_INBRED41-1781,0.8585
EZ31_A632RpRp,0.9802
EZ32_R76,0.8845
EZ33_Oh43TRf,0.9246
EZ34_MS78,0.9653
EZ37_NC326,0.9127
EZ38_58804Mo17MethBcS3,0.9105
EZ4_EP44,0.8576
EZ46_LP1CMSHT,0.8863
EZ48_N192,0.9016
EZ49_EZ30,0.8526
EZ5_LP1NRHT,0.9334
EZ50_INBRED1-1265,0.8584
EZ51_EZ8,0.8626
EZ52_H51,0.892
EZ53_NYRD4058,0.8768
EZ59_NO.1070INBRED,0.8628
EZ6_EA2024,0.8597
EZ7_EZ30,0.8555
EZ8_4F-300AD3,0.8574
EZ9_4F-345CN12,0.8565
F10_T9,0.8815
F115_A295,0.8923
F2_INBR.PLS14MS.STERILE,0.8652
F2834T_M37W,0.8593
F39_EZ3,0.8559
F42_58802Mo17MethBcS3,0.9949
F431_WM13R,0.8626
F44_SC357,0.8754
F49_A344,0.8619
F52_EZ4,0.8547
F6_SC357,0.8751
F7_EZ3,0.8772
F755-2-2-1S4INBREDTEKO_GEMS-0160,0.8561
FAPW_H111,0.9292
FBHJ_LP1NRHT,0.9234
FBLA_A641N,0.9303
FC46_T9,0.8658
Fe_58802Mo17MethBcS3,0.8777
Florida32_C38,0.9072
Florida56_P39,0.9285
FR19_B14A,0.921
FV181_A680,0.8649
G14T133_4664INBRED,0.8899
G15T134_ND30,0.8799
G15T134a_G6T123,0.8858
G22T122_176,0.8761
G3T5_S14,0.8907
G3T5a_S14,0.8911
G6T123_S3,0.8907
G80_PHN66,0.9103
GA152_K4,0.8905
GA203_SC84E,0.8825
GA209_SeparationfromSC84E,0.8773
GA212_A680,0.8651
GA215_SC84E,0.8792
GA219_NC280,0.863
GA220_MO1W,0.893
GA221_B73Htrhm,0.8652
GA222_Ab24E,0.8625
GA224_Mo11,0.9082
GE129_F42,0.8658
GE180_Taun23,0.8572
GE19_AusTRCF305806,0.8896
GE281_NC256,0.8624
GE293_M162W,0.8706
GE311_NC328,0.8635
GE317_Ill.Hy,0.8741
GE335_CI7A,0.8701
GE440_Lai1029,0.8676
GE54_Mo303ae,0.8733
GE72_GE54,0.8772
GEMN-0033_GEMN-0035,0.9078
GEMN-0034_GEMN-0208,0.897
GEMN-0035_GEMN-0208,0.905
GEMN-0036_LH212Ht,0.8999
GEMN-0037_GEMN-0040,0.8981
GEMN-0038_GEMN-0034,0.9018
GEMN-0039_GEMN-0207,0.9064
GEMN-0040_GEMN-0037,0.8981
GEMN-0041_F42,0.9299
GEMN-0042_LH123HT,0.8977
GEMN-0043_LH212Ht,0.9078
GEMN-0044_GEMN-0060,0.8932
GEMN-0045_PHG84,0.8792
GEMN-0046_PHBA6,0.8759
GEMN-0047_GEMN-0095,0.9039
GEMN-0048_GEMN-0047,0.9043
GEMN-0056_58803Mo17MethBcS3,0.9234
GEMN-0057_LH214,0.912
GEMN-0058_EZ12,0.8952
GEMN-0059_A619,0.8959
GEMN-0060_LH51,0.8887
GEMN-0070_PHN73,0.8786
GEMN-0071_PHJ89,0.8818
GEMN-0076_F42,0.8949
GEMN-0077_GEMN-0134,0.8957
GEMN-0081_AusTRCF305846,0.9281
GEMN-0082_AusTRCF305849,0.9183
GEMN-0083_NC252,0.922
GEMN-0087_AusTRCF306308,0.8613
GEMN-0088_B109,0.8666
GEMN-0089_NC328,0.8626
GEMN-0090_B73Htrhm,0.8611
GEMN-0094_LH212Ht,0.8971
GEMN-0095_GEMN-0186,0.9057
GEMN-0096_GEMN-0047,0.9081
GEMN-0097_B14A,0.8925
GEMN-0098_GEMN-0155,0.8932
GEMN-0099_GEMN-0155,0.897
GEMN-0103_GEMN-0217,0.9514
GEMN-0104_GEMN-0168,0.9566
GEMN-0105_GEMN-0166,0.952
GEMN-0106_LH196,0.9007
GEMN-0107_GEMN-0105,0.9078
GEMN-0108_GEMN-0172,0.9582
GEMN-0109_GEMN-0131,0.8997
GEMN-0110_Mo17+/su,0.9404
GEMN-0111_58801InbredMo17,0.9038
GEMN-0112_A619Ht1,0.8867
GEMN-0114_GEMN-0178,0.8961
GEMN-0117_Hi60,0.9511
GEMN-0119_AusTRCF305846,0.9006
GEMN-0120_58801InbredMo17,0.8786
GEMN-0121_AusTRCF305846,0.8868
GEMN-0122_GEMN-0110,0.8903
GEMN-0123_LH59,0.8872
GEMN-0124_GEMN-0167,0.8896
GEMN-0127_GEMN-0194,0.9239
GEMN-0128_GEMN-0195,0.9032
GEMN-0129_LH123HT,0.9061
GEMN-0130_GEMN-0153,0.9057
GEMN-0131_GEMN-0195,0.9006
GEMN-0132_GEMN-0094,0.8989
GEMN-0133_GEMN-0213,0.9001
GEMN-0134_GEMN-0128,0.9169
GEMN-0135_GEMN-0195,0.8878
GEMN-0136_GEMN-0131,0.9024
GEMN-0138_GEMN-0144,0.8847
GEMN-0139_GEMN-0174,0.8858
GEMN-0140_SeagullSeventeen,0.888
GEMN-0141_58803Mo17MethBcS3,0.8912
GEMN-0144_LH123HT,0.893
GEMN-0145_LH123HT,0.8917
GEMN-0151_H108,0.8804
GEMN-0152_GEMN-0169,0.9036
GEMN-0153_GEMN-0129,0.8937
GEMN-0154_LH39,0.8834
GEMN-0155_LH127,0.8987
GEMN-0156_C103T,0.886
GEMN-0157_Mo17,0.8782
GEMN-0158_SeagullSeventeen,0.8884
GEMN-0159_LH212Ht,0.904
GEMN-0164_GEMN-0130,0.8878
GEMN-0165_GEMN-0037,0.893
GEMN-0166_GEMN-0104,0.9564
GEMN-0167_GEMN-0104,0.9577
GEMN-0168_GEMN-0104,0.9566
GEMN-0169_GEMN-0166,0.9568
GEMN-0170_GEMN-0104,0.9601
GEMN-0172_GEMN-0195,0.956
GEMN-0173_GEMN-0169,0.9587
GEMN-0174_GEMN-0139,0.8858
GEMN-0177_GEMN-0173,0.9022
GEMN-0178_GEMN-0193,0.8907
GEMN-0179_Hi60,0.9288
GEMN-0186_GEMN-0094,0.9002
GEMN-0187_Mo17+/su,0.9401
GEMN-0190_SeagullSeventeen,0.9323
GEMN-0191_SeagullSeventeen,0.9034
GEMN-0192_Mo17,0.884
GEMN-0193_LH181,0.8892
GEMN-0194_GEMN-0195,0.949
GEMN-0195_GEMN-0167,0.9557
GEMN-0196_GEMN-0166,0.9129
GEMN-0197_GEMN-0173,0.9234
GEMN-0198_GEMN-0195,0.8963
GEMN-0205_Mo17+/su,0.9194
GEMN-0207_GEMN-0037,0.9066
GEMN-0208_GEMN-0040,0.9033
GEMN-0209_Hi60,0.9038
GEMN-0210_LH123HT,0.8692
GEMN-0211_NC372,0.9232
GEMN-0212_GEMN-0108,0.9576
GEMN-0213_GEMN-0133,0.9001
GEMN-0214_Mo17+/su,0.9001
GEMN-0216_PHK42,0.901
GEMN-0217_GEMN-0195,0.961
GEMN-0221_GEMN-0035,0.8978
GEMS-0001_EZ38,0.8945
GEMS-0002_LH195,0.9039
GEMS-0003_A641N,0.9197
GEMS-0004_GEMS-0008,0.9157
GEMS-0005_NC372,0.9207
GEMS-0006_F42,0.9315
GEMS-0007_NC328,0.9162
GEMS-0008_NC252,0.9451
GEMS-0009_NC252,0.9242
GEMS-0010_GEMS-0101,0.9193
GEMS-0011_LH132,0.9231
GEMS-0013_GEMS-0015,0.9144
GEMS-0014_NC330,0.9256
GEMS-0015_NC280,0.9196
GEMS-0016_GEMS-0009,0.9149
GEMS-0017_B73,0.9261
GEMS-0019_B73,0.9059
GEMS-0020_GEMS-0063,0.9203
GEMS-0021_F42,0.9371
GEMS-0024_R924,0.8883
GEMS-0026_Mp07-121,0.9064
GEMS-0027_GEMS-0032,0.8985
GEMS-0028_GEMS-0091,0.901
GEMS-0030_GEMS-0032,0.8974
GEMS-0031_GEMS-0091,0.8903
GEMS-0032_Mp07-158,0.8957
GEMS-0049_DJ7,0.9297
GEMS-0050_AusTRCF306309,0.9308
GEMS-0051_AusTRCF306308,0.921
GEMS-0052_DJ7,0.9407
GEMS-0053_58613B73MethBc5S4,0.9631
GEMS-0054_DJ7,0.908
GEMS-0055_NC372,0.9362
GEMS-0061_58804Mo17MethBcS3,0.9144
GEMS-0062_NC328,0.9186
GEMS-0063_LH196,0.9596
GEMS-0064_NC252,0.9545
GEMS-0065_GEMS-0101,0.948
GEMS-0066_NC252,0.9455
GEMS-0067_NC280,0.897
GEMS-0068_NC326,0.9466
GEMS-0069_58613B73MethBc5S4,0.9276
GEMS-0072_GEMS-0063,0.9463
GEMS-0073_GEMS-0146,0.925
GEMS-0074_B73,0.9399
GEMS-0075_A632RpRp,0.9287
GEMS-0078_LH119,0.9164
GEMS-0079_AusTRCF306309,0.9243
GEMS-0080_58613B73MethBc5S4,0.9139
GEMS-0084_Oh43E,0.8782
GEMS-0085_NC326,0.9058
GEMS-0086_B73Htrhm,0.9447
GEMS-0091_GEMS-0026,0.9136
GEMS-0092_58802Mo17MethBcS3,0.9286
GEMS-0093_58613B73MethBc5S4,0.9286
GEMS-0100_LP1CMSHT,0.9141
GEMS-0101_NC252,0.9946
GEMS-0102_GEMS-0063,0.9191
GEMS-0113_AusTRCF306308,0.9426
GEMS-0115_58804Mo17MethBcS3,0.9343
GEMS-0116_AusTRCF306308,0.918
GEMS-0118_PHG39,0.9236
GEMS-0125_B73,0.8994
GEMS-0142_NC280,0.9384
GEMS-0143_NC372,0.9377
GEMS-0146_GEMS-0101,0.9584
GEMS-0147_NC372,0.9609
GEMS-0148_GEMS-0147,0.9466
GEMS-0149_NC252,0.9738
GEMS-0150_NC252,0.9539
GEMS-0160_DJ7,0.9685
GEMS-0161_NC372,0.9535
GEMS-0162_GEMS-0160,0.9605
GEMS-0163_LH132,0.9364
GEMS-0175_ICI740,0.9488
GEMS-0176_B73Htrhm,0.9443
GEMS-0180_DJ7,0.937
GEMS-0181_NC330,0.9358
GEMS-0182_LH119,0.9406
GEMS-0183_AusTRCF306308,0.9386
GEMS-0184_NC372,0.9495
GEMS-0185_LH195,0.9322
GEMS-0188_LH119,0.9165
GEMS-0189_PHG39,0.9318
GEMS-0199_B14,0.9335
GEMS-0200_PHK35,0.9235
GEMS-0201_GEMS-0189,0.9208
GEMS-0202_NC252,0.9559
GEMS-0203_NC252,0.8993
GEMS-0206_58804Mo17MethBcS3,0.9467
GEMS-0215_GEMN-0217,0.9164
GEMS-0219_LH209,0.9223
GEMS-0220_LH196,0.9343
GEMS-0222_B64,0.9071
GEMS-0223_NC280,0.9307
Gengke1_Shansino.60,0.8585
GT106_B109,0.8591
GT112_SeparationfromSC16,0.9116
GT113_GT118,0.8702
GT115_SC212M,0.8768
GT118_GT115,0.8685
GT119_Ab18,0.8565
GT150_F44,0.8679
GT154_Mo305ae,0.9135
GT169A_N192,0.8622
GT601_B76,0.8988
GT602_GT601,0.9095
GTS1_W6720-1,0.9202
H10_Oh7,0.8989
H100_A641N,0.9544
H101_OC5,0.8922
H102_H116,0.8801
H103_H117,0.8729
H104W_A619E,0.953
H105W_A632RpRp,0.9563
H106w_B47,0.9215
H107_H109,0.8973
H108_H109,0.9378
H109_Hi60,0.9447
H110_LP1CMSHT,0.893
H111_A509N,0.9156
H112_H96,0.8999
H113_A564N,0.9045
H114_A509N,0.9206
H116_C103T,0.8756
H117_A661N,0.9218
H118w_NC316,0.8553
H119_NC326,0.9553
H121_W64A,0.8749
H122w_DJ7,0.9378
H123_DJ7,0.9647
H124w_B73Htrhm,0.8645
H125_58614B73MethBc5S4,0.9424
H126W_LH51,0.9302
H14_Oh43,0.8776
H19_INBRED141,0.8678
H21W_N192,0.8648
H22w_NC316,0.8663
H23w_SD108,0.8643
H25W_NC310,0.8636
H26w_MS106,0.895
H27w_Oh28,0.8771
H28w_H55,0.9315
H29w_H55,0.9317
H30w_Mo3,0.94
H41_MS1,0.8992
H42_MS1,0.9205
H45_R75,0.9352
H46_H49,0.9444
H49_A629,0.95
H5_W374R2,0.9204
H50_H52,0.9432
H51_Mo403,0.922
H52_Mo3,0.9291
H55_CI42A,0.9445
H59_NC316,0.8696
H60_H51,0.8738
H71_A618,0.9238
H73_R103,0.872
H84_B47,0.9388
H8431_LP1CMSHT,0.9222
H88_R218,0.9173
H91_LP1CMSHT,0.9784
H93_H84,0.9512
H95_Oh43TRf,0.9213
H96_CI42A,0.9416
H98_Hy,0.9139
H99_H109,0.9069
HB8229_A632,0.9126
HBA1_B14A,0.8872
Hi25_Pa759,0.9659
Hi26_AR296,0.8966
Hi27_A641N,0.8768
Hi27Goodman-Buckler_H91,0.8819
Hi28_N192,0.8657
Hi29_R229,0.8606
Hi30_NC316,0.8615
Hi31_A641N,0.9661
Hi33_Oh43sh2,0.9095
Hi34_CML121,0.8689
Hi38C1_NC372,0.8528
Hi39_Hi25,0.9188
Hi41_A641N,0.9091
Hi42_Ki43,0.8609
Hi43_Hi34,0.8598
Hi44_H91,0.8915
Hi47_DJ7,0.9528
Hi48_A679,0.8559
Hi50_AusTRCF306351,0.8592
Hi52_NC326,0.8564
Hi56_GEMS-0161,0.8584
Hi60_LH51,0.979
Hi61_N218,0.8646
Hi62_CML225,0.8673
Hi63_CML228,0.8601
Hi64_NEI9008,0.8634
Hi65_Mp715,0.8671
Hi66_Tzi7,0.8597
Hi67_KS2,0.8601
Honanno.7_Mo17,0.8759
HP301_BR-17INBR.FR.SUPERGOLD,0.945
HP62-02_Sg18,0.9443
HP68-07_ADSg1501-5,0.9099
HP72-11_ADSA1,0.9694
HUA94INBRED_EP61,0.8564
Huanyao_TUO229,0.8578
Huobai_NC316,0.8553
HUOBAOMIJI0235_NIU11,0.86
Hwangno.525_NC280,0.854
Hy_H96,0.9561
HY2_H96,0.9552
I137TN_A680,0.8576
I159_NC280,0.8861
I198_NC280,0.8735
I205_PHG29,0.8959
I29_BR-17INBR.FR.SUPERGOLD,0.8696
Ia2003_A648,0.9312
Ia2076_Ma32,0.9456
IA2132_IP39,0.9054
IA2132Goodman-Buckler_EP85,0.9043
IA28_OC5,0.8928
Ia453_W6366,0.9309
Ia5125_W6366,0.9244
Ia5125B_EP58,0.9211
Ia5145_IA2132,0.8881
IA61_OC5,0.8834
IA88_ADSA15,0.8898
IaCG4189_14H-588-68B,0.8979
IADS38-W_B-15DENTSTERILE,0.8745
IADS43-W_R-15DENTSTERILE,0.8635
IADS53_SG30A,0.9157
IADS61_OC5,0.8844
IADS62_AD175,0.9177
IADS70_ADSg1501-6,0.8966
IaEv191_Il14H,0.8857
IaEv3004_STRAINT32-397-68B,0.908
IB014_PHP02,0.9379
IB02_PHK42,0.9331
IBB14_PHP02,0.9239
IBB15_PHK42,0.9706
IBC2_PHP02,0.9536
ICI193_A641N,0.9213
ICI441_58612InbredB73,0.9622
ICI740_GEMS-0101,0.9626
ICI893_NC372,0.9472
IDS28_OC5,0.8949
IDS69_CA-15-2DENTSTERILE,0.9435
IDS91_R-15DENTSTERILE,0.9404
Il101_STRAINT32-397-68B,0.9261
Il101T_STRAINT35-388-68A,0.9275
Il14H_21-396-68B,0.9278
Il677a_14H-588-68B,0.8971
Il731a_STRAIN18B-5-69,0.8937
Il767b_14H-588-68B,0.8949
Il778d_EP83,0.8828
Il779a_STRAINT20-2-68B,0.8837
Ill.Hy_R138,0.9566
Ill101Q_STRAINT32-397-68B,0.918
INB101LFY/LFYA632XM16S5_EZ31,0.9601
INBR.PLS14MS.STERILE_S14,0.89
INBRED100_AusTRCF306352,0.8585
INBRED109_AusTRCF306353,0.8627
INBRED1-1265_4F-300AD3,0.8572
INBRED141_NC330,0.8701
INBRED19-86_4F-259HQ,0.8644
INBRED2-687_INBRED605,0.8658
INBRED305_INBRED321,0.8677
INBRED309_INBRED34-1181,0.8676
INBRED317_INBRED2-687,0.8582
INBRED321_INBRED19-86,0.8593
INBRED334_AusTRCF306302,0.8586
INBRED34-1141_INBRED2-687,0.8597
INBRED34-1181_INBRED624,0.8644
INBRED34-1196_4F-35BK,0.856
INBRED358_INBRED2-687,0.8563
INBRED378_S43,0.8534
INBRED379_INBRED39-1084,0.8501
INBRED381_B73,0.8554
INBRED39-1084_4F-203AM6,0.8641
INBRED41_NC256,0.8605
INBRED41-1781_INBRED619,0.8565
INBRED42-492_4F-353CN33,0.859
INBRED45_A680,0.8624
INBRED605_4F-240BX16,0.8668
INBRED610_INBRED19-86,0.8622
INBRED619_INBRED41-1781,0.8565
INBRED624_INBRED321,0.8637
INBRED627_INBRED39-1084,0.8683
INBRED64_NC372,0.871
Inbred6-907_G3T5,0.8849
INBREDA-243-1_INBRED19-86,0.8574
IP39_P39,0.9656
J47_NC316,0.8616
J8606_83IBI3,0.9051
K_B73Htrhm,0.8682
K10_WXWF9,0.878
K11_NC316,0.8627
K148_A680,0.8663
K150_NC256,0.8654
K155_B73Htrhm,0.8656
K201_NC280,0.8681
K4_SC212M,0.8878
K41_B73Htrhm,0.8649
K47_ADSA12,0.8935
K55_NC230,0.9263
K64_A328NW,0.9258
Ki11_CML227,0.8759
Ki14_CML223,0.8812
Ki2021_NEI9008,0.8782
Ki21_58803Mo17MethBcS3,0.8959
Ki3_CML224,0.8833
Ki43_Ki3,0.8743
Ki44_Ki43,0.8585
KO679Y_AusTRCF306354,0.8774
KS2_Tzi5,0.8709
KUI2007_NEI9008,0.8784
KUI2021_NEI9008,0.8778
KUI44_B73,0.857
KUNG-70_WXWF9,0.8824
Ky21_N201,0.8686
Ky226_GEMS-0160,0.8692
KY228_AusTRCF306309,0.8636
KYS_NC316,0.8651
L_Oh28,0.8879
L127_83IBI3,0.952
L135_IBC2,0.9671
L139_Oh43E,0.9154
L155_PHN11,0.9474
L289_A680,0.8607
L317_A624,0.9029
L578_SC152,0.8729
L605_SC276Q,0.8651
L678_NC326,0.8589
L690_F42,0.857
L90_CML341,0.8546
Lai1029_B76,0.9134
LH1_LH195,0.9244
LH119_NC252,0.9796
LH123HT_GEMN-0096,0.9244
LH127_Mo17,0.9103
LH128_AusTRCF305849,0.9226
LH132_B73Htrhm,0.9753
LH143CMS_B73Htrhm,0.8653
LH143Maintainer_A632HTN,0.9783
LH145_A632+/sh2,0.9586
LH146Ht_SD63,0.95
LH149_DJ7,0.9686
LH150_PHN47,0.8774
LH156_WXWF9,0.8886
LH160_AusTRCF305846,0.9044
LH162_58801InbredMo17,0.902
LH163_H93,0.892
LH181_Mo17T,0.9175
LH190_NC372,0.9713
LH191_NC328,0.9339
LH192_NC316,0.9597
LH193_DJ7,0.9698
LH194_LH132,0.9561
LH195_F42,0.9636
LH196_NC372,0.9765
LH202_NC372,0.9832
LH205_AusTRCF306308,0.9646
LH206_58614B73MethBc5S4,0.9527
LH208_F42,0.9426
LH209_B73Htrhm,0.9697
LH211_SeagullSeventeen,0.9216
LH212Ht_LH39,0.916
LH213_Mo17,0.9147
LH214_Mo17T,0.9143
LH215_AusTRCF305846,0.9162
LH220Ht_58610A632MethBc5S4,0.9495
LH222_CM169,0.9448
LH38_EZ34,0.9601
LH39_Oh43su,0.9522
LH51_Hi60,0.979
LH52_Mo17+/su,0.9544
LH54_LH52,0.9565
LH57_AusTRCF305849,0.9437
LH59_AusTRCF305849,0.9449
LH60_AusTRCF305849,0.9111
LH61_Mo17+/su,0.964
LH65_Mo17+/su,0.9598
LH74_F42,0.9563
LH82_PHH93,0.8941
LH85_Wf9T,0.8832
LH93_GEMN-0141,0.8738
LIBC4_29MIBZ2,0.9288
LP1CMSHT_A632HT,0.9776
LP1NRHT_A632HT,0.9772
Lp215D_Hi60,0.9282
LP5_NC372,0.9724
Luo3_A166,0.8593
M131_TZMI725,0.9415
M14_MS1,0.9309
M162W_A347NW,0.8954
M23_Me1,0.9115
M37W_AusTRCF306353,0.8922
M45_MS24,0.8766
M6411_Ma32,0.9059
M6415_P39A,0.9003
M6421_P39,0.8985
Ma32_P39,0.9515
MBNA_Hi60,0.9469
MBPM_A619,0.8947
MBST_A619,0.9456
MBUB_A619HT,0.924
MDF-13D_B92,0.9043
Me1_P51wx,0.9079
Me100_W3722,0.9039
Me121Wa_T8302INBRED,0.9029
Me123_T8302INBRED,0.901
Me135_P39,0.9258
Me244Wa_P39A,0.9278
Me244Wb_226,0.9045
MEF156-55-2_P39,0.8797
MINN5_R-4524,0.8479
ML606_A619Ht1,0.9345
MM402A_A619Ht2,0.914
Mo10_F42,0.8645
Mo11_CI29B,0.9553
Mo12_Wf9,0.9045
Mo13_Mo7,0.909
Mo14W_Wf9T,0.9062
Mo15W_NC330,0.864
Mo16W_B73Htrhm,0.8637
Mo17_LH51,0.9877
Mo17+/su_LH51,0.9796
Mo17T_LH51,0.9875
Mo17TRf_LH51,0.9649
Mo18W_AusTRCF306245,0.9153
MO1W_H49,0.9411
Mo20W_AusTRCF306236,0.8781
Mo21R_H113,0.8776
Mo22_AusTRCF306237,0.8997
Mo23W_Mo25W,0.8631
Mo24W_B73Htrhm,0.8665
Mo25W_58615B73MethBc5S4,0.8675
Mo27W_WX33-16,0.868
Mo28W_CI41,0.8647
Mo29W_Mo27W,0.8686
Mo2RF_Mo29W,0.8828
Mo3_EZ18,0.933
Mo301ae_NC230,0.9234
Mo303ae_A579N,0.9333
Mo304ae_L,0.8916
Mo305ae_CI38B,0.9318
Mo307ae_Mo42,0.9218
Mo308ae_Mo312ae,0.8756
Mo30W_AusTRCF306302,0.8694
Mo311ae_Mo308ae,0.867
Mo312ae_AR204,0.8841
Mo313ae_A579N,0.9341
Mo314ae_Mo3,0.9511
Mo31W_NC256,0.8706
Mo32W_NC372,0.8661
Mo33W_Mo29W,0.8708
Mo36_B76,0.8822
Mo37_H93,0.8785
Mo38_MS221,0.8829
Mo39_LH1,0.8883
Mo40_C103T,0.9211
Mo401_FAPW,0.9526
Mo402_CI29B,0.9357
Mo403_CI38B,0.9338
Mo41_AusTRCF305846,0.9418
Mo42_Hi60,0.933
Mo43_Hi60,0.9574
Mo44_ECU770b-2,0.9096
Mo45_PHW79,0.8814
Mo46_PHW79,0.8784
Mo47_PHWG5,0.8781
Mo48_B109,0.8666
Mo49_NC326,0.8676
Mo5_NC230,0.8984
Mo501_NC230,0.9232
Mo502W_B73Htrhm,0.8658
Mo506W_F42,0.8667
Mo508W_AH83,0.8669
Mo510W_NL001,0.857
Mo511W_A679,0.8611
Mo512AW_SD41,0.9104
Mo512BW_SD41,0.9147
Mo6_AusTRCF305846,0.9265
Mo7_Va24,0.8989
Mo8W_B109,0.8641
Mo9W_NC268A,0.8791
MoG_B73,0.8673
Mp04-97_Mo13,0.8855
Mp07-121_GEMS-0032,0.9047
Mp07-153_GEMS-0091,0.8981
Mp07-158_GEMS-0091,0.9032
MP305_NC316,0.865
MP307_NC330,0.8601
Mp313E_NC316,0.8575
Mp339_SeparationfromSC84E,0.8903
MP420_NC280,0.863
MP462_NC280,0.8644
Mp701_CML332,0.874
Mp705_CML372,0.8797
Mp706_Mp716,0.8807
Mp707_Mp716,0.8792
Mp708_Mp714,0.8746
Mp710_NC372,0.8632
Mp711_AusTRCF306308,0.8631
Mp712_F42,0.864
Mp714_CML139,0.868
Mp715_NC348,0.8594
Mp716_Mp707,0.8792
MP717_NC348,0.8615
MQ305_PHG29,0.9269
MR01AraguitoS6_B73Htrhm,0.8492
MR02Assiniboine_INBR.PLS14MS.STERILE,0.8691
MR05CatetoS6_EZ10,0.8568
MR06ChapaloteS6_NC330,0.8789
MR08CostenoS6_CML69,0.8559
MR09CravoRiogranenseS6_NC358,0.8557
MR11CubanFlintS6_NC296A,0.8594
MR13HickoryKing_B73Htrhm,0.8633
MR14LongfellowFlint_Me123,0.8856
MR15PalomerodeJaliscoS6_89S4117,0.8751
MR19SantoDomingo_MR02Assiniboine,0.8389
MR20ShoePegS7_B109,0.8622
MR22TuxpenoS6_CML342,0.8592
MR23ZapaloteChicoS6_R230,0.8473
MR25PoropoS5_NC328,0.8573
MR26PolloS5_CML449,0.8602
MS1_H41,0.8992
Ms100_CI38B,0.8855
MS106_H41,0.896
MS107_M45,0.868
MS116_B109,0.8643
MS12_N201,0.865
MS132_MS226,0.8768
MS1334_A662,0.8711
MS141_CO236,0.87
MS142_MS68,0.8722
MS153_NC316,0.8701
MS198_Oh43su,0.9401
MS199_H71,0.8819
MS200_WXM14,0.8791
MS201_A14NW,0.9079
MS203_Mo3,0.8917
MS204_CI38B,0.9149
MS206_NC328,0.8626
MS211_NC316,0.8659
MS214_R109B,0.8821
MS215_H50,0.8712
MS216_K,0.8813
MS221_Mo401,0.9233
MS222_FAPW,0.9211
MS223_89S4157,0.868
MS224_Pa91,0.8903
MS225_MS78,0.8838
MS226_A632HTN,0.9137
MS24_A680,0.8622
MS24A_B73Htrhm,0.8647
MS4_NC280,0.8583
MS57_R218,0.8998
MS67_277,0.9287
MS68_R218,0.8959
MS71_Os420,0.8901
MS72_A374,0.873
MS74_A673,0.8721
MS75_A632,0.8966
MS76_H91,0.925
MS77_LP1NRHT,0.9168
MS78_A619Ht2,0.9697
MS79_A619Ht2,0.9601
MS80_A637,0.8807
