Pairs,IBS
88099_CML340,0.8581
883_W6720-1,0.9469
884_P39M96,0.9454
89199_90263,0.8608
89207_89274,0.8626
89246_TZMI721,0.875
89248_89311,0.8693
89258_TZMI718,0.8648
89260_TZMI718,0.864
89274_NC328,0.8625
89291_CML197,0.8626
89302_KS2,0.8612
89311_TZMI719,0.9078
89365_90301,0.8653
89S4083_H91,0.8825
89S4098_58804Mo17MethBcS3,0.9712
89S4107_N192,0.87
89S4110_A579N,0.8805
89S4117_WXB14,0.9459
89S4125_M14,0.8785
89S4127_Wf9T,0.8798
89S4145_Mo11,0.8761
89S4154_WXB14,0.8862
89S4157_LP1CMSHT,0.8874
89S4190_A632HT,0.9427
90:01:00_NC372,0.8695
90143_CML214,0.8705
90147_87014,0.8695
90156_90263,0.8677
90176_90188,0.8727
90183_CML215,0.8695
90188_CML215,0.8693
90204_CML195,0.8731
90220_M131,0.8715
90263_90220,0.8696
90301_90313,0.8822
90313_90176,0.8697
908_A648,0.9328
909_P39,0.9512
991_H91,0.9061
A_H5,0.9257
A116_W59E,0.8874
A12_CM105,0.8718
A131_WR3TMS,0.8748
A13-2INBREDPOTCHEFSTROOMPEARL_A680,0.864
A14INBREDPOTCHEFSTROOMPEARL_NC326,0.8625
A14NW_78371A,0.9238
A15_A12,0.8655
A15-1INBREDPOTCHEFSTROOMPEARL_NC292,0.8642
A152_S63,0.8892
A155_A588,0.8882
A158_A204,0.9101
A16-3-2INBREDPOTCHEFSTROOMPEARL_B73Htrhm,0.8641
A165_A204,0.9135
A166_A450,0.891
A166N_Mo41,0.9006
A171_A619Ht2,0.8783
A17-1-1INBREDPOTCHEFSTROOMPEARL_NC330,0.8632
A178N_A691N,0.9083
A188_A680,0.8629
A201_S61,0.8952
A203_S61,0.8984
A204_T8354INBRED,0.8933
A20-4INBREDHICKORYKING_A680,0.8648
A208_A201,0.8922
A21-4-1INBREDHICKORYKING_NC328,0.8663
A214N_H91,0.9342
A218_A548,0.8863
A223_A547,0.916
A22-3-1INBREDHICKORYKING_B109,0.863
A238_A375,0.8935
A239_A401,0.895
A242-2S10INBREDPERUVIAN_INBRED34-1181,0.8537
A243-1-2S10INBREDPERUVIAN_INBRED627,0.8565
A251_A257,0.8852
A256-1S10INBREDPERUVIAN_NC330,0.8569
A257_A239,0.9007
A258_MS71,0.8994
A260_WR3,0.8784
A264_Oh43,0.879
A265_CI27,0.8841
A266N_A664N,0.9486
A272_NC326,0.8569
A286_N7AGoodman-Buckler,0.8974
A288_F115,0.9093
A295_R941,0.9005
A302-1-2S10INBREDSERVENTINA_INBRED627,0.8598
A305_NC326,0.8637
A308_R181,0.8588
A310_R004,0.8803
A312_A497,0.8788
A321_A548,0.9297
A322_A497,0.8875
A325-1S10INBREDHOTNOT_4F-374GE3,0.8561
A328NW_M162W,0.9048
A334_B73,0.8688
A34_PHT10,0.8601
A340_R181,0.8717
A344_A624,0.9083
A347NW_M162W,0.8954
A357_A627,0.8821
A359NW_M162W,0.9063
A374_A547,0.93
A375_A223,0.934
A385_A480,0.8852
A3G-3-1-3_INBRED2-687,0.8622
A401_A96,0.8783
A407_Pa405,0.8791
A413-3A-1-1S10INBREDROBYN_NC372,0.8553
A415-1-3INBRED_58615B73MethBc5S4,0.8575
A422_A480,0.8857
A424_A201,0.897
A427_Oh56A,0.8687
A436-1INBRED_NC292,0.8597
A441-5_AusTRCF306308,0.8628
A449_A374,0.9063
A450_H5,0.9018
A451_A166,0.8972
A468-1INBRED_W374B,0.8714
A480_A497,0.8868
A495_A165,0.8951
A497_ABPl4,0.8916
A498_A385,0.8969
A499_ABPl4,0.8922
A500_A480,0.8908
A502_NC316,0.8656
A508_C49A,0.8801
A509_C49A,0.8809
A509N_A553NRedhalo,0.9474
A547_A449,0.9162
A548_A223,0.9218
A553NOrangeHalo_B47,0.9317
A553NRedhalo_B47,0.9163
A554_R909,0.9005
A556_A152,0.8835
A564N_R138,0.95
A572_A424,0.8816
A575_A650,0.8822
A579N_R138,0.9441
A57N_R218,0.9143
A588_A203,0.8879
A6_CML283,0.8678
A617_W182E,0.904
A618_A34,0.9094
A619_MS78,0.9673
A619E_Oh43T,0.9459
A619HT_MS78,0.9646
A619Ht1_MS78,0.9677
A619Ht2_MS78,0.9697
A619Ht3_MS78,0.9675
A622_C13,0.866
A622N_A759NW,0.8646
A624_CI32,0.8902
A625_A201,0.8861
A627_A288,0.8796
A628_MS106,0.8889
A629_A638,0.9505
A630_B65,0.9549
A631_H49,0.948
A632.75A1A2C1R1-rB1Pl1_A632RpRp,0.9697
A632_EZ31,0.9843
A632+/sh2_A632RpRp,0.9846
A632HT_EZ31,0.9855
A632HTN_A632RpRp,0.9802
A632RpRp_EZ31,0.9802
A632sh2/sh2_A632RpRp,0.9847
A632su/su_A632RpRp,0.9837
A633_Hi25,0.9626
A634_A632RpRp,0.958
A635_LH143Maintainer,0.964
A635RpRp_LH143Maintainer,0.9629
A636_LP1NRHT,0.9641
A637_A650,0.9067
A638_H49,0.9307
A639_LP1CMSHT,0.9261
A640_A636,0.9299
A641_CH753-4,0.8969
A641N_LP1CMSHT,0.9769
A643_EZ18,0.8735
A644_L317,0.8747
A645_A321,0.8878
A646_MS79,0.8896
A648_W6720-1,0.9565
A649_A548,0.9021
A650_A547,0.8963
A651_A660,0.8767
A652_A630,0.8989
A653_R909,0.9109
A654_Wf9T,0.9036
A655_CI29B,0.9322
A656_H91,0.9245
A657_Mo41,0.8813
A659_A239,0.8846
A660_A239,0.8831
A661_W401,0.8708
A661N_LP1CMSHT,0.9709
A662_A681,0.8782
A663_B73,0.8681
A664_A641N,0.9506
A664N_LP1CMSHT,0.97
A665_R924,0.953
A666_NYRD4058,0.8907
A667_A629,0.877
A668_Mo43,0.8851
A669_H55,0.9282
A670_H104W,0.9398
A671_C123,0.8805
A672_EZ31,0.966
A673_A667,0.8702
A674_LP1CMSHT,0.8752
A675_B73Htrhm,0.9262
A676_Mo43,0.8868
A677_B55,0.8968
A678_LH149,0.8735
A679_NC372,0.969
A680_58804Mo17MethBcS3,0.986
A681_A680,0.9686
A682_Hi60,0.9389
A683_Mo17+/su,0.9355
A684su_Ia453,0.8993
A685su_R825,0.9005
A686su_R825,0.8909
A691N_B46,0.9212
A7_NC372,0.8657
A71_H5,0.8853
A73_W22R,0.9021
A759NW_AusTRCF306241,0.9153
A797NW_AusTRCF306241,0.9203
A90_A654,0.8847
A96_A374,0.8839
A98NW_78371A,0.9155
Ab18_R35,0.8793
Ab24E_R904A,0.8958
Ab26_GA152,0.8659
AB26A_B73,0.8641
Ab28A_Mo305ae,0.8954
Ab608A_GE72,0.8745
Ab610_NC246,0.8796
ABPl2_NC292,0.864
ABPl3_NC280,0.8641
ABPl4_A158,0.874
ABPl5_Mo17+/su,0.9655
AD104DS_ADSg1501-2,0.9336
AD11DS_AD123DS,0.9217
AD123DS_IDS91,0.9202
AD139DS_HP301,0.9221
AD139DS-2_AD221,0.9213
AD147_ADSg1501-5,0.9283
AD147DS_Sg1533,0.9305
AD157DS_AD440DS-1,0.9188
AD175_ADSg1501-2,0.9296
AD187-1_ADSg1501-2,0.9304
AD187-2_ADSg1501-6,0.9241
AD188L_AD187-2,0.9284
AD188LDS_ADSg1501,0.9266
AD221_AD230DS,0.9204
AD230DS_AD188LDS,0.9183
AD233_Sg1533,0.9249
AD238DS_AD175,0.9212
AD26DS_AD230DS,0.923
AD284_ADSg1501,0.9307
AD316DS_AD139DS,0.9226
AD330_ADSg1501-2,0.9331
AD347DS-1_ADSg1501-6,0.9207
AD347DS-2_ADSg1501-3,0.9195
AD352_AD440DS-1,0.9265
AD363-1_ADSg1501-4,0.9327
AD363-2_ADSg1501-4,0.9331
AD370_ADSg1501-6,0.9234
AD402DS_Sg1533,0.9288
AD440DS-1_BR-17INBR.FR.SUPERGOLD,0.9388
AD440DS-2_R-17INBR.FR.SUPERGOLD,0.9387
AD448DS_IDS91,0.9309
ADH10_ADSg1501-4,0.9203
ADSA1_ADSA12,0.9531
ADSA10_ADSA17,0.9543
ADSA11_ADSA5,0.9556
ADSA12_ADSA5,0.9548
ADSA13_ADSA5,0.9527
ADSA14_ADSA9,0.9577
ADSA15_ADSA4,0.9572
ADSA16_ADSA7,0.9499
ADSA17_ADSA14,0.9515
ADSA18_ADSA8,0.9517
ADSA19_ADSA11,0.9418
ADSA2_ADSA11,0.9464
ADSA20_ADSA16,0.9454
ADSA21_ADSA11,0.942
ADSA3_ADSA8,0.9455
ADSA4_ADSA3,0.9559
ADSA5_ADSA10,0.9565
ADSA6_ADSA1,0.9488
ADSA7_ADSA1,0.9529
ADSA8_ADSA12,0.9554
ADSA9_ADSA11,0.9515
ADSg1501_Sg18,0.9628
ADSg1501-1_Sg18,0.9613
ADSg1501-2_Sg18,0.961
ADSg1501-3_Sg18,0.9611
ADSg1501-4_Sg18,0.9607
ADSg1501-5_Sg18,0.9622
ADSg1501-6_Sg18,0.9617
AH83_Mo3,0.9554
AR200_A21-4-1INBREDHICKORYKING,0.8644
AR202_AR250,0.8584
AR204_B73,0.8691
AR206_A579N,0.8809
AR208_SeparationfromSC16,0.9052
AR214_Mo14W,0.8759
AR224_Va60,0.8914
AR226_Hy,0.8729
AR228_B73,0.8653
AR234_K4,0.8762
AR242_K4,0.8813
AR250_AusTRCF306245,0.8795
AR254_H29w,0.8752
AR258_Ab24E,0.8821
AR266_H91,0.907
AR270_B73Htrhm,0.8645
AR272_WXWF9,0.883
AR276_Mo12,0.8712
AR280_GA152,0.8742
AR296_WXHy,0.9084
AR400_WXHy,0.8845
AusTRCF305795_AusTRCF306353,0.8598
AusTRCF305801_AusTRCF305803,0.9012
AusTRCF305802_AusTRCF305803,0.8785
AusTRCF305803_AusTRCF306322,0.8914
AusTRCF305806_Mo5,0.9185
AusTRCF305808_AusTRCF306312,0.9065
AusTRCF305816_B59,0.9001
AusTRCF305817_AusTRCF305803,0.8992
AusTRCF305819_NC252,0.9291
AusTRCF305821_AusTRCF306312,0.9362
AusTRCF305822_NC316,0.9114
AusTRCF305823_58802Mo17MethBcS3,0.9404
AusTRCF305825_NC326,0.9071
AusTRCF305829_Hi60,0.9481
AusTRCF305831_B73Htrhm,0.9504
AusTRCF305833_58614B73MethBc5S4,0.9727
AusTRCF305834_AusTRCF306301,0.9006
AusTRCF305835_58802Mo17MethBcS3,0.9493
AusTRCF305836_B73Htrhm,0.9517
AusTRCF305839_NC372,0.9861
AusTRCF305840_NC372,0.9869
AusTRCF305841_AusTRCF306301,0.9496
AusTRCF305846_LH51,0.986
AusTRCF305849_Hi60,0.9841
AusTRCF306065_Hi60,0.9601
AusTRCF306068_NC280,0.8561
AusTRCF306234_B47,0.8747
AusTRCF306235_NC252,0.9732
AusTRCF306236_AusTRCF305849,0.9082
AusTRCF306237_SeagullSeventeen,0.9107
AusTRCF306238_Mo17T,0.9163
AusTRCF306239_AusTRCF306242,0.9116
AusTRCF306240_SeagullSeventeen,0.9245
AusTRCF306241_AusTRCF305829,0.9129
AusTRCF306242_AusTRCF306239,0.9116
AusTRCF306244_AusTRCF305841,0.8912
AusTRCF306245_Mo14W,0.8921
AusTRCF306254_AusTRCF306312,0.9139
AusTRCF306256_AusTRCF306312,0.8939
AusTRCF306257_LH208,0.8611
AusTRCF306258_NC310,0.8619
AusTRCF306259_M37W,0.8636
AusTRCF306261_AusTRCF305795,0.8613
AusTRCF306264_AusTRCF306354,0.871
AusTRCF306269_1416-1,0.8551
AusTRCF306273_AusTRCF306281,0.9257
AusTRCF306274_AusTRCF306276,0.9359
AusTRCF306276_AusTRCF306297,0.9206
AusTRCF306278_AusTRCF306287,0.9314
AusTRCF306280_AusTRCF306296,0.9374
AusTRCF306281_AusTRCF306293,0.9419
AusTRCF306282_AusTRCF306287,0.9287
AusTRCF306285_AusTRCF305841,0.937
AusTRCF306286_AusTRCF306295,0.9356
AusTRCF306287_AusTRCF306294,0.9427
AusTRCF306290_AusTRCF306280,0.9447
AusTRCF306293_AusTRCF306281,0.9419
AusTRCF306294_AusTRCF306281,0.9391
AusTRCF306295_AusTRCF306281,0.9468
AusTRCF306296_AusTRCF306281,0.947
AusTRCF306297_AusTRCF306281,0.9522
AusTRCF306301_AusTRCF306293,0.9419
AusTRCF306302_GEMS-0101,0.9729
AusTRCF306303_GEMS-0101,0.9717
AusTRCF306304_F42,0.976
AusTRCF306306_B73Htrhm,0.982
AusTRCF306307_DJ7,0.9834
AusTRCF306308_NC372,0.983
AusTRCF306309_NC252,0.9868
AusTRCF306310_DJ7,0.9851
AusTRCF306312_A619Ht2,0.9102
AusTRCF306316_AusTRCF306256,0.9135
AusTRCF306319_AusTRCF306256,0.915
AusTRCF306321_AusTRCF306256,0.9123
AusTRCF306322_AusTRCF306256,0.9211
AusTRCF306323_NC372,0.868
AusTRCF306324_AusTRCF306256,0.9098
AusTRCF306327_H91,0.8935
AusTRCF306333_NC280,0.9462
AusTRCF306335_R222,0.9297
AusTRCF306336_R222,0.9183
AusTRCF306337_AusTRCF306293,0.9194
AusTRCF306343_AusTRCF305841,0.9225
AusTRCF306344_GEMS-0101,0.9479
AusTRCF306345_A619HT,0.9196
AusTRCF306346_A619,0.9161
AusTRCF306347_AusTRCF305840,0.9634
AusTRCF306348_AusTRCF306309,0.9621
AusTRCF306350_AusTRCF306343,0.9189
AusTRCF306351_AusTRCF306343,0.9183
AusTRCF306352_AusTRCF306346,0.9179
AusTRCF306353_AusTRCF306346,0.9226
AusTRCF306354_AusTRCF306346,0.9205
AusTRCF306355_AusTRCF306346,0.9044
AusTRCF306356_AusTRCF306343,0.9125
AusTRCF306357_AusTRCF306343,0.9084
B06_PHG29,0.8862
B10_R924,0.9037
B100_H109,0.8918
B101_B73,0.9039
B102_H109,0.8962
B103_L135,0.9152
B104_58614B73MethBc5S4,0.9255
B105_EZ38,0.9049
B106_Mo17,0.8786
B107_NQ508,0.9309
B108_NC256,0.8618
B109_58804Mo17MethBcS3,0.9713
B110_F42,0.9262
B111_CO257,0.9018
B113_NC316,0.8674
B114_NQ508,0.9306
B115_A630,0.8679
B116_B88,0.8813
B117_B88,0.8814
B118_B88,0.8815
B119_B84,0.9205
B120_B88,0.8866
B121_58804Mo17MethBcS3,0.9259
B14_A664N,0.9796
B14A_A664N,0.9797
B-15DENTSTERILE_SA24,0.9383
B164_TR9-1-1-6,0.8874
B-16INBR.FR.SUPERGOLD_ADSg1501-1,0.9202
B-17INBR.FR.SUPERGOLD_ADSg1501-2,0.9556
B-18INBR.FR.SUPERGOLD_ADSg1501-1,0.9249
B2_R004,0.8806
B21_A680,0.8775
B-22INBR.FR.SUPERGOLD_R-17INBR.FR.SUPERGOLD,0.9162
B-28_OC5,0.8844
B37_NC250,0.9545
B37T_NC250,0.9545
B37TRf_FAPW,0.9528
B38_B101,0.889
B41_CI29B,0.9352
B42_A579N,0.886
B45_W572,0.9074
B-4541_IDS91,0.8655
B46_A691N,0.9212
B47_H84,0.9388
B49_H5,0.8725
B52_W64Aae,0.8897
B54_Oh7B,0.8741
B55_Oh43sh2,0.9125
B56_Mo403,0.8974
B57_NC316,0.8681
B59_A661N,0.9623
B64_A641N,0.9496
B65_H49,0.9496
B66_LH39,0.9132
B67_58610A632MethBc5S4,0.907
B68_H91,0.9661
B69_LP1NRHT,0.9215
B7_R941,0.8774
B70_Mo17+/su,0.916
B73_NC252,0.9956
B73HT_NC372,0.976
B73Htrhm_58614B73MethBc5S4,0.9941
B75_B73,0.8758
B76_R802A,0.9425
B77_LH128,0.8654
B79_A632,0.8921
B8_A634,0.883
B84_GEMS-0101,0.9314
B84+/su_NC252,0.9309
B85_B92,0.8743
B86_R219,0.9182
B87_NC316,0.8736
B88_B89,0.8853
B89_CO257,0.906
B90_B88,0.8915
B91_B88,0.8849
B92_LH57,0.9056
B93_LH59,0.9071
B94_B73,0.8991
B95_R74,0.8844
B96_DE811,0.8615
B97_R004,0.8822
B98_NC326,0.8672
B99_B88,0.8877
BAIIIIb-6_ECU770b-2,0.8852
BAIIIId-2_ECU770b-2,0.8894
BAITOUSHUANGIN.JI095_TUO229,0.8578
BCC03_Hi60,0.9145
Bei10=North10_W438,0.8672
BO385Y_A680,0.8571
BO394Y_A680,0.8572
BO46W_AusTRCF306353,0.8876
BO9_PHWG5,0.9195
BR-1-1_ADSA11,0.8938
BR-15DENTSTERILE_SA24,0.9452
BR-17INBR.FR.SUPERGOLD_ADSg1501-6,0.9517
BR-22_ADSg1501-6,0.9226
BR-28INBR.FR.YEL.PEARL_B-28,0.9241
B-WHO-201_IADS62,0.8813
C102_B73,0.8616
C103_A166N,0.9325
C103T_A178N,0.9359
C12-1_C31,0.9131
C123_Va14A,0.9122
C13_H5,0.8795
C14_A155,0.8689
C15_277,0.8992
C18_EP62,0.9099
C22_C30,0.9066
C27_176,0.9027
C3_Me1,0.8875
C30_P39,0.9533
C31_P39,0.9588
C38_P39,0.9593
C40_NJ159,0.9147
C410-1F11INBREDHOTNOTCROSSES_NC326,0.8556
C42_S65,0.9121
C49_CO159,0.8825
C49A_A509,0.8809
C5_C30,0.9088
C5Ark1956_C42,0.8927
C68_13B-587-68A,0.8922
C7_C42,0.9066
C70_CML395,0.8645
C7e_ND259,0.9083
C8pseudo_MS106,0.894
C90_W5543,0.9136
CA-15-1DENTSTERILE_SA24,0.9382
CA-15-2DENTSTERILE_OC5,0.9263
CA-4_R-4524,0.8551
CA-53INBR.FR.YELPEARL_ADSg1501-1,0.8945
CG10_LH119,0.866
CH157_58613B73MethBc5S4,0.8703
CH701-30_A639,0.8754
CH705-8_WXWF9,0.8872
CH711-10_Mo307ae,0.9029
CH732-12_A632RpRp,0.9297
CH741-6_6103,0.9351
CH753-4_A664,0.9624
CH9_CH741-6,0.9027
CHAN11INBRED_R219,0.8938
CHI-41_Wf9,0.8893
CHI-503_Wf9,0.8962
CHI-69INB._B73Htrhm,0.8572
Chi-tan120_R901,0.8852
CI1_A680,0.872
CI11B_CI23,0.8649
CI12_NC328,0.8651
CI127_T167,0.8618
CI187-2_W64A,0.8973
CI19_CI83A,0.8662
CI2_CI4A,0.8872
CI20_LH208,0.8675
CI21E_A564N,0.94
CI23_87916W,0.8681
CI24_NC280,0.8627
CI27_A556,0.8713
CI28_Va22,0.8746
CI28A_CI42B,0.8741
CI28B_Va22,0.8759
CI28C_Mo313ae,0.8726
CI29B_A629,0.9515
CI3_LH195,0.8715
CI30_A258,0.8862
CI31_B73Htrhm,0.8683
CI317B_A624,0.883
CI31A_OH422,0.8684
CI32_A624,0.8902
CI34_Va23,0.9007
CI38B_Mo305ae,0.9318
CI3A_LH208,0.8699
CI40A_DE5,0.8762
CI40H_B73,0.8751
CI41_B109,0.8646
CI42A_A564N,0.9412
CI42B_H96,0.9413
CI43_NC280,0.8653
CI45_A321,0.8719
CI46_AusTRCF305836,0.8662
CI49A_NC280,0.8648
CI4A_R901,0.8893
CI540_B67,0.8891
CI64_M162W,0.9222
CI66_Mo5,0.9186
CI7_GE335,0.8772
CI70_AusTRCF305836,0.8649
CI72_Mo311ae,0.8681
CI74_AusTRCF306355,0.8672
CI75_TR9-1-1-6,0.8755
CI7A_R917A,0.8731
CI7Goodman-Buckler_GE335,0.8806
CI81B_B73Htrhm,0.8643
CI82A_NC316,0.8648
CI82B_B73Htrhm,0.867
CI83A_CI88A,0.8663
CI84B_CI91B,0.8674
CI85B_CI81B,0.8712
CI86B_B73Htrhm,0.8668
CI88A_NC328,0.8673
CI89B_B73Htrhm,0.8739
CI90A_Tzi24,0.9107
CI90C_WXM14,0.905
CI91B_R84,0.9199
CI91BGoodman-Buckler_R84,0.9191
CI91C_CI84B,0.8716
CI92_H106w,0.8711
CI93A_CI32,0.8759
CIRAD390_Mp705,0.8555
CL17_MS74,0.8608
CL18_CSJ2,0.8606
CL19_CO255,0.8634
CL20_CM105,0.8623
CL22_CO106,0.8541
CL27_A116,0.8598
CM105_B14A,0.949
CM145_R909TMS,0.8887
CM151_CM99,0.9135
CM155_CM169,0.9255
CM169_B14A,0.9486
CM174_B14A,0.9473
CM182_W182BN,0.8827
CM234_ND468,0.8674
CM37_ND249,0.8735
CM48_A480,0.8786
CM7_B109,0.8651
CM99_B14A,0.9495
CML10_CML230,0.8665
CML101_CML309,0.8579
CML103_R229,0.8584
CML107_CML103,0.8597
CML108_CML344,0.8593
CML11_CML230,0.8654
CML115_Wf9T,0.8631
CML116_A629,0.8614
CML118_B73Htrhm,0.8563
CML121_Mp706,0.8706
CML139_Hi34,0.8699
CML14_CML281,0.8593
CML142_CML492,0.8586
CML144_Tx802,0.8558
CML154Q_CML233,0.8591
CML157Q_CML332,0.8582
CML158Q_Tx802,0.86
CML16_CML495,0.8618
CML17_CML378,0.8588
CML172_CML341,0.8552
CML176_CML233,0.8556
CML184_A680,0.8563
CML19_Mp706,0.862
CML195_TZMI723,0.9173
CML196_A680,0.8559
CML197_B109,0.8595
CML198_89260,0.8538
CML199_TZMI723,0.8685
CML20_Mp705,0.8641
CML200_Tzi18,0.8616
CML201_CML310,0.8592
CML204_Tzi5,0.8701
CML206_90156,0.8788
CML210_CML277,0.8578
CML211_AusTRCF305817,0.8598
CML212_R229,0.8558
CML213_C70,0.8606
CML214_TZMI725,0.9412
CML215_TZMI725,0.9428
CML217_CML298,0.8587
CML218_Tzi1,0.8576
CML219_CML223,0.8565
CML22_CML32,0.8541
CML220_NC340,0.8568
CML223_NEI9008,0.8825
CML224_Ki14,0.8758
CML225_KUI2007,0.8746
CML226_CML225,0.8776
CML227_CML225,0.8788
CML228_Ki14,0.8798
CML229_KUI2007,0.8795
CML230_CML254,0.8642
CML231_CML389,0.8626
CML233_CML11,0.864
CML234_CML503,0.8636
CML235_R229,0.857
CML236_MR26PolloS5,0.8605
CML238_CML298,0.859
CML242_AusTRCF305839,0.8611
CML246_GEMS-0142,0.8508
CML247_B73,0.8586
CML25_CML493,0.8616
CML254_CML261,0.8637
CML255_CML8,0.868
CML258_CML255,0.8691
CML261_CML448,0.8661
CML263_CML255,0.8697
CML264_CML450,0.9144
CML267_CML330,0.8605
CML268_CML300,0.8604
CML269_CML416,0.8575
CML27_CML236,0.8554
CML270_CML495,0.8574
CML271_CML319,0.8905
CML273_CML343,0.8643
CML274_CML45,0.8647
CML277_CML46,0.8703
CML28_CML438,0.8559
CML281_CML43,0.8662
CML282_B73,0.8587
CML283_CML300,0.8578
CML285_Mp705,0.8616
CML287_CML298,0.8589
CML288_Mp706,0.8615
CML289_Hi34,0.8621
CML29_NC300,0.8574
CML295_CML298,0.8612
CML297_CML347,0.8572
CML298_CML347,0.8625
CML299_CML298,0.8612
CML3_CML500,0.8667
CML300_CML268,0.8604
CML303_Tzi18,0.8579
CML304_CML496,0.8608
CML305_CML304,0.8579
CML308_CML282,0.8579
CML309_CML476,0.8693
CML31_CML223,0.8567
CML310_CML340,0.8685
CML311_Tx802,0.8567
CML312_CML379,0.8584
CML313_CML321,0.8598
CML314_CML451,0.8651
CML315_CML376,0.8577
CML316_WXB14,0.8584
CML317_NC330,0.8553
CML318_R230,0.8556
CML319_CML498,0.8891
CML32_CML52,0.8617
CML320_B73,0.8579
CML321_NC346,0.8607
CML322_Mp716,0.8655
CML323_A680,0.8587
CML324_58615B73MethBc5S4,0.8557
CML325_NC326,0.8588
CML326_GEMS-0101,0.8598
CML327_AusTRCF306309,0.859
CML328_NC358,0.8545
CML329_NC316,0.8578
CML33_CML299,0.866
CML330_CML336,0.8644
CML331_CML139,0.8777
CML332_CML337,0.8732
CML333_TZEI13,0.8674
CML334_B73,0.8603
CML335_CML139,0.8716
CML336_B73,0.8614
CML337_B73,0.8632
CML338_Hi34,0.8601
CML339_CML45,0.8677
CML340_CML277,0.8683
CML341_CML310,0.8751
CML342_CML45,0.873
CML343_CML310,0.8659
CML344_CML233,0.8627
CML345_Ki43,0.8724
CML346_CML233,0.8575
CML347_CML299,0.8588
CML348_CML295,0.8573
CML357_CML25,0.8572
CML358_CML52,0.8564
CML359_Tx802,0.8565
CML36_CML29,0.861
CML360_CML223,0.8594
CML361_CML362,0.8566
CML362_NC354,0.8603
CML363_CML268,0.8599
CML365_B73,0.8547
CML366_CML289,0.8576
CML367_AusTRCF305839,0.8523
CML368_B73Htrhm,0.8546
CML370_Mp716,0.8633
CML371_CML370,0.8616
CML372_CML370,0.8657
CML373_CML341,0.864
CML374_CML339,0.8648
CML375_CML448,0.8583
CML376_CML476,0.86
CML377_A6,0.8594
CML378_CML377,0.8611
CML379_CML312,0.8584
CML38_MR11CubanFlintS6,0.86
CML380_CML268,0.8597
CML381_NC296,0.8596
CML383_CML313,0.8594
CML384_CML381,0.8589
CML386_CML344,0.8577
CML387_CML378,0.8561
CML388_CML378,0.856
CML389_CML448,0.8563
CML390_NC326,0.8526
CML391_NC330,0.8516
CML392_TZMI725,0.881
CML394_CML498,0.8895
CML395_90313,0.8871
CML40_CML496,0.8577
CML416_CML389,0.8642
CML418_CML236,0.8557
CML419_CML360,0.8552
CML420_CML381,0.855
CML421_CML422,0.8591
CML422_CML438,0.8597
CML423_CML288,0.8586
CML424_CML238,0.8576
CML425_NC330,0.857
CML426_Mp707,0.8573
CML427_KUI2021,0.8563
CML429_CML496,0.8527
CML43_CML340,0.867
CML430_CML228,0.8704
CML431_CML224,0.8622
CML433_KUI2021,0.8708
CML434_CML360,0.856
CML436_CML370,0.8649
CML438_CML366,0.8594
CML440_CML422,0.8537
CML441_N192,0.8539
CML448_CML261,0.8661
CML449_CML316,0.8599
CML45_CML340,0.8692
CML450_CML271,0.8898
CML451_CML450,0.8987
CML454_CML28,0.857
CML456_NC372,0.8454
CML46_CML494,0.8693
CML474_NEI9008,0.8556
CML476_CML10,0.8657
CML48_TZSTRI124,0.8581
CML480_CML308,0.8659
CML481_KUI2007,0.8783
CML482_CML45,0.8602
CML483_CML384,0.8569
CML484_CML371,0.8667
CML485_B73,0.8552
CML486_GEMS-0011,0.8605
CML487_B73Htrhm,0.8546
CML49_TZMI729,0.8716
CML490_CML158Q,0.8614
CML491_Tx807,0.8546
CML492_CML20,0.8571
CML493_Mp701,0.8581
CML494_CML45,0.8701
CML495_CML319,0.8948
CML496_B73,0.8595
CML498_CML450,0.8837
CML5_CML344,0.8675
CML50_AusTRCF306237,0.8622
CML500_CML498,0.8825
CML503_CML500,0.9084
CML52_CML308,0.8684
CML54_CML495,0.8576
CML55_CML230,0.857
CML56_CML271,0.859
CML6_CML476,0.8686
CML61_CML3,0.8694
CML69_Tzi18,0.8601
CML77_A680,0.8583
CML78_CML344,0.8581
CML79_NC326,0.8554
CML8_CML263,0.8721
CML9_CML498,0.9126
CML91_GEMS-0074,0.8575
CML92_B73Htrhm,0.8629
CML98_LP1CMSHT,0.8649
CMV3_SD63,0.8986
CO106_PHR25,0.8787
CO109_ND247,0.864
CO117_991,0.8737
CO120_WM13R,0.8728
CO125_B73Htrhm,0.8677
CO150_A654,0.8689
CO158_WM13R,0.8736
CO159_B109,0.868
CO192_S22,0.8716
CO216_MS141,0.8638
CO220_A632HTN,0.9795
CO236_ND261,0.8668
CO237_A508,0.8716
CO245_W182B,0.883
CO252_CSJ2,0.8716
CO255_4554.INBRED,0.8744
CO256_B101,0.8936
CO257_58614B73MethBc5S4,0.903
CO258_GEMS-0101,0.9062
CR14_NC326,0.9444
CR1HT_AusTRCF305849,0.932
CR22INBRED_NO.1004INBRED,0.8669
CR2INBRED_W182B,0.8641
CS405_LH195,0.9324
CS608_GEMS-0101,0.9511
CSJ2_F7,0.8622
CSJ3_A656,0.8694
CUB57c-2_GEMS-0101,0.8886
D940Y_AusTRCF305821,0.877
DABATANGINB.JI0241_TZU-CHIAO-HSI-WU302,0.8642
DAJINDINGJI0018_TUO229,0.8576
DE1_IBB15,0.9182
DE2_PHN11,0.9135
